Time,Conductivity_in (microS),Conductivity_in @25*C (microS),Temperature_in,Conductivity_out (microS),Conductivity_out @25*C (microS),Temperature_out
15:06:02,5596.00,5543.34,25.50,1061.00,1046.09,25.75
15:06:03,5611.00,5506.38,26.00,1065.00,1054.98,25.50
15:06:04,5613.00,5482.78,26.25,1066.00,1051.02,25.75
15:06:05,5626.00,5495.48,26.25,1068.00,1052.99,25.75
15:06:06,5629.00,5498.41,26.25,1068.00,1052.99,25.75
15:06:07,5619.00,5463.30,26.50,1068.00,1057.95,25.50
15:06:08,5622.00,5416.18,27.00,1066.00,1051.02,25.75
15:06:09,5623.00,5417.15,27.00,1063.00,1053.00,25.50
15:06:10,5619.00,5463.30,26.50,1059.00,1049.03,25.50
15:06:10,5600.00,5444.82,26.50,1055.00,1040.18,25.75
15:06:11,5606.00,5475.95,26.25,1047.00,1052.00,24.75
15:06:12,5591.00,5461.29,26.25,1045.00,1025.52,26.00
15:06:13,5598.00,5417.86,26.75,1040.00,1020.61,26.00
15:06:14,5577.00,5372.83,27.00,1038.00,1028.23,25.50
15:06:15,5571.00,5391.72,26.75,1036.00,1021.44,25.75
15:06:16,5564.00,5360.31,27.00,1035.00,1015.70,26.00
15:06:17,5554.00,5400.10,26.50,1034.00,1029.11,25.25
15:06:18,5544.00,5390.37,26.50,1035.00,1020.46,25.75
15:06:19,5556.00,5377.21,26.75,1036.00,1016.68,26.00
15:06:20,5565.00,5385.92,26.75,1038.00,1023.42,25.75
15:06:21,5565.00,5385.92,26.75,1040.00,1035.08,25.25
15:06:22,5565.00,5410.79,26.50,1040.00,1040.00,25.00
15:06:23,5561.00,5382.05,26.75,1042.00,1027.36,25.75
15:06:24,5573.00,5393.66,26.75,1043.00,1033.18,25.50
15:06:25,5573.00,5443.71,26.25,1045.00,1025.52,26.00
15:06:26,5575.00,5395.60,26.75,1046.00,1026.50,26.00
15:06:27,5573.00,5393.66,26.75,1046.00,1031.30,25.75
15:06:28,5575.00,5445.67,26.25,1047.00,1032.29,25.75
15:06:29,5575.00,5395.60,26.75,1048.00,1033.28,25.75
15:06:30,5576.00,5396.56,26.75,1048.00,1028.46,26.00
15:06:31,5587.00,5407.21,26.75,1047.00,1032.29,25.75
15:06:32,5584.00,5379.58,27.00,1048.00,1033.28,25.75
15:06:33,5585.00,5405.27,26.75,1047.00,1032.29,25.75
15:06:34,5588.00,5408.18,26.75,1045.00,1035.17,25.50
15:06:35,5585.00,5405.27,26.75,1046.00,1031.30,25.75
15:06:36,5582.00,5427.32,26.50,1047.00,1037.15,25.50
15:06:37,5585.00,5455.43,26.25,1047.00,1042.05,25.25
15:06:38,5586.00,5381.50,27.00,1049.00,1039.13,25.50
15:06:39,5584.00,5429.27,26.50,1049.00,1039.13,25.50
15:06:40,5586.00,5481.84,26.00,1051.00,1036.23,25.75
15:06:41,5592.00,5412.05,26.75,1051.00,1046.03,25.25
15:06:42,5587.00,5407.21,26.75,1052.00,1042.10,25.50
15:06:43,5599.00,5394.03,27.00,1052.00,1037.22,25.75
15:06:44,5598.00,5393.06,27.00,1053.00,1038.21,25.75
15:06:45,5598.00,5393.06,27.00,1054.00,1049.02,25.25
15:06:46,5603.00,5397.88,27.00,1051.00,1041.11,25.50
15:06:47,5597.00,5392.10,27.00,1050.00,1035.25,25.75
15:06:48,5599.00,5443.85,26.50,1048.00,1038.14,25.50
15:06:49,5604.00,5423.66,26.75,1050.00,1030.42,26.00
15:06:50,5595.00,5414.95,26.75,1054.00,1049.02,25.25
15:06:51,5597.00,5416.89,26.75,1057.00,1047.05,25.50
15:06:52,5600.00,5394.99,27.00,1059.00,1049.03,25.50
15:06:53,5596.00,5391.14,27.00,1061.00,1046.09,25.75
15:06:54,5584.00,5404.31,26.75,1060.00,1060.00,25.00
15:06:55,5598.00,5468.13,26.25,1059.00,1049.03,25.50
15:06:55,5595.00,5439.96,26.50,1058.00,1053.00,25.25
15:06:56,5595.00,5439.96,26.50,1057.00,1037.29,26.00
15:06:57,5592.00,5362.74,27.25,1056.00,1041.16,25.75
15:06:58,5593.00,5413.02,26.75,1056.00,1046.06,25.50
15:06:59,5596.00,5415.92,26.75,1055.00,1040.18,25.75
15:07:00,5586.00,5406.24,26.75,1055.00,1050.01,25.25
15:07:01,5596.00,5391.14,27.00,1056.00,1046.06,25.50
15:07:02,5595.00,5414.95,26.75,1057.00,1037.29,26.00
15:07:03,5599.00,5394.03,27.00,1057.00,1047.05,25.50
15:07:04,5592.00,5437.04,26.50,1058.00,1043.14,25.75
15:07:05,5590.00,5410.11,26.75,1059.00,1049.03,25.50
15:07:06,5584.00,5429.27,26.50,1060.00,1054.99,25.25
15:07:07,5587.00,5432.18,26.50,1060.00,1054.99,25.25
15:07:08,5575.00,5370.91,27.00,1061.00,1055.98,25.25
15:07:09,5572.00,5392.69,26.75,1062.00,1052.01,25.50
15:07:10,5566.00,5436.87,26.25,1064.00,1053.99,25.50
15:07:11,5553.00,5374.30,26.75,1066.00,1066.00,25.00
15:07:12,5547.00,5393.29,26.50,1066.00,1055.97,25.50
15:07:13,5522.00,5344.30,26.75,1069.00,1058.94,25.50
15:07:14,5503.00,5375.34,26.25,1072.00,1061.91,25.50
15:07:15,5492.00,5315.27,26.75,1073.00,1052.99,26.00
15:07:16,5461.00,5285.27,26.75,1076.00,1065.87,25.50
15:07:17,5442.00,5291.20,26.50,1077.00,1066.86,25.50
15:07:18,5418.00,5267.87,26.50,1079.00,1068.85,25.50
15:07:19,5402.00,5228.16,26.75,1081.00,1075.89,25.25
15:07:20,5386.00,5236.75,26.50,1080.00,1074.89,25.25
15:07:21,5367.00,5194.29,26.75,1080.00,1074.89,25.25
15:07:22,5354.00,5205.64,26.50,1079.00,1063.84,25.75
15:07:23,5340.00,5168.16,26.75,1076.00,1065.87,25.50
15:07:24,5322.00,5198.54,26.25,1076.00,1065.87,25.50
15:07:25,5329.00,5205.37,26.25,1074.00,1063.89,25.50
15:07:26,5327.00,5203.42,26.25,1071.00,1060.92,25.50
15:07:27,5315.00,5167.72,26.50,1069.00,1063.95,25.25
15:07:28,5309.00,5138.16,26.75,1065.00,1054.98,25.50
15:07:29,5298.00,5127.51,26.75,1063.00,1048.07,25.75
15:07:30,5287.00,5116.86,26.75,1062.00,1047.08,25.75
15:07:31,5249.00,5127.23,26.25,1060.00,1040.24,26.00
15:07:32,5249.00,5103.55,26.50,1058.00,1038.27,26.00
15:07:33,5209.00,5041.37,26.75,1057.00,1042.15,25.75
15:07:34,4702.00,4571.71,26.50,1057.00,1047.05,25.50
15:07:35,483.50,470.10,26.50,1055.00,1040.18,25.75
15:07:36,498.90,482.85,26.75,1054.00,1044.08,25.50
15:07:37,506.80,488.25,27.00,1054.00,1044.08,25.50
15:07:38,512.10,495.62,26.75,1054.00,1044.08,25.50
15:07:39,529.70,515.02,26.50,1055.00,1045.07,25.50
15:07:40,1153.00,1115.90,26.75,1055.00,1045.07,25.50
15:07:40,1119.00,1078.03,27.00,1056.00,1056.00,25.00
15:07:41,931.80,901.81,26.75,1057.00,1042.15,25.75
15:07:42,859.40,835.59,26.50,1059.00,1049.03,25.50
15:07:43,779.00,757.41,26.50,1059.00,1049.03,25.50
15:07:44,704.70,682.02,26.75,1060.00,1045.11,25.75
15:07:45,643.40,625.57,26.50,1060.00,1054.99,25.25
15:07:46,591.50,572.47,26.75,1060.00,1050.02,25.50
15:07:47,547.10,531.94,26.50,1058.00,1048.04,25.50
15:07:48,499.50,483.43,26.75,1055.00,1045.07,25.50
15:07:49,470.40,453.18,27.00,1052.00,1042.10,25.50
15:07:50,444.30,430.00,26.75,1048.00,1033.28,25.75
15:07:51,423.70,413.87,26.25,1045.00,1040.06,25.25
15:07:52,395.00,384.05,26.50,1042.00,1032.19,25.50
15:07:53,377.80,369.04,26.25,1037.00,1022.43,25.75
15:07:54,357.80,347.89,26.50,1033.00,1028.12,25.25
15:07:55,344.80,338.37,26.00,1027.00,1012.57,25.75
15:07:56,331.10,321.93,26.50,1021.00,1016.17,25.25
15:07:57,318.60,309.77,26.50,1014.00,1009.21,25.25
15:07:58,308.80,298.86,26.75,1007.00,1007.00,25.00
15:07:59,293.80,285.66,26.50,1001.00,996.27,25.25
15:08:00,284.00,277.41,26.25,993.80,984.45,25.50
15:08:01,274.30,266.70,26.50,987.20,982.53,25.25
15:08:02,262.20,254.93,26.50,981.10,971.87,25.50
15:08:03,255.30,247.08,26.75,976.20,971.58,25.25
15:08:04,241.40,233.63,26.75,969.10,955.48,25.75
15:08:05,235.50,227.92,26.75,964.00,954.93,25.50
15:08:06,228.90,222.56,26.50,958.50,945.03,25.75
15:08:07,222.30,216.14,26.50,954.40,945.42,25.50
15:08:08,219.40,213.32,26.50,949.10,944.61,25.25
15:08:09,210.80,205.91,26.25,944.10,939.64,25.25
15:08:10,204.40,198.74,26.50,938.40,925.22,25.75
15:08:11,200.50,195.85,26.25,933.20,924.42,25.50
15:08:12,195.80,190.37,26.50,927.20,922.82,25.25
15:08:13,189.40,184.15,26.50,920.60,916.25,25.25
15:08:14,183.60,178.51,26.50,914.60,901.75,25.75
15:08:15,180.10,175.11,26.50,908.60,900.05,25.50
15:08:16,173.40,168.60,26.50,902.30,893.81,25.50
15:08:17,171.50,165.98,26.75,896.20,891.96,25.25
15:08:18,166.80,162.18,26.50,890.40,886.19,25.25
15:08:19,161.30,157.56,26.25,884.30,875.98,25.50
15:08:20,160.20,155.76,26.50,877.40,865.07,25.75
15:08:21,155.70,150.69,26.75,872.50,872.50,25.00
15:08:22,152.00,147.79,26.50,863.30,855.18,25.50
15:08:23,146.40,143.00,26.25,843.10,835.17,25.50
15:08:24,144.30,139.66,26.75,836.90,825.14,25.75
15:08:24,139.70,136.46,26.25,837.70,829.82,25.50
15:08:25,135.30,130.95,26.75,846.30,838.34,25.50
15:08:26,131.50,127.27,26.75,856.10,844.07,25.75
15:08:27,128.60,125.62,26.25,865.40,857.26,25.50
15:08:28,126.90,123.96,26.25,875.70,867.46,25.50
15:08:29,122.20,119.92,26.00,882.40,874.10,25.50
15:08:30,120.30,116.97,26.50,883.70,875.38,25.50
15:08:31,117.50,113.72,26.75,887.80,879.45,25.50
15:08:32,114.70,113.09,25.75,891.70,887.48,25.25
15:08:33,112.10,108.49,26.75,895.10,890.87,25.25
15:08:34,112.80,109.17,26.75,897.80,889.35,25.50
15:08:35,108.30,104.81,26.75,898.50,890.04,25.50
15:08:36,107.50,104.52,26.50,896.40,887.96,25.50
15:08:37,106.50,103.07,26.75,894.00,889.77,25.25
15:08:38,104.50,101.60,26.50,891.80,887.58,25.25
15:08:39,101.90,98.62,26.75,887.90,883.70,25.25
15:08:40,101.70,98.43,26.75,883.00,874.69,25.50
15:08:41,99.92,97.15,26.50,877.80,865.47,25.75
15:08:42,98.04,95.32,26.50,873.00,864.78,25.50
15:08:43,97.24,94.55,26.50,869.40,861.22,25.50
15:08:44,95.30,92.66,26.50,864.50,856.36,25.50
15:08:45,94.27,91.66,26.50,860.10,848.02,25.75
15:08:46,91.69,89.15,26.50,856.50,848.44,25.50
15:08:47,90.68,88.17,26.50,851.00,842.99,25.50
15:08:48,90.68,87.76,26.75,846.00,838.04,25.50
15:08:49,88.81,85.95,26.75,839.90,832.00,25.50
15:08:50,86.14,83.75,26.50,833.20,821.49,25.75
15:08:51,86.03,83.65,26.50,827.60,819.81,25.50
15:08:52,85.11,82.75,26.50,820.40,808.87,25.75
15:08:53,84.23,81.90,26.50,814.50,810.65,25.25
15:08:54,83.25,80.94,26.50,807.80,796.45,25.75
15:08:55,81.44,79.18,26.50,801.00,793.46,25.50
15:08:56,78.68,76.50,26.50,795.70,788.21,25.50
15:08:57,78.63,76.45,26.50,789.40,785.67,25.25
15:08:58,79.57,77.72,26.25,784.10,769.48,26.00
15:08:59,77.89,75.73,26.50,779.00,779.00,25.00
15:09:00,76.86,75.08,26.25,774.20,766.91,25.50
15:09:01,77.79,75.99,26.25,769.40,765.76,25.25
15:09:02,75.95,74.19,26.25,765.00,754.25,25.75
15:09:03,74.95,73.21,26.25,761.80,754.63,25.50
15:09:04,74.07,72.02,26.50,759.00,751.86,25.50
15:09:05,72.35,69.70,27.00,756.10,745.48,25.75
15:09:06,73.12,71.42,26.25,753.80,743.21,25.75
15:09:07,73.14,71.11,26.50,751.60,741.04,25.75
15:09:08,71.40,69.42,26.50,749.50,745.96,25.25
15:09:09,72.30,70.62,26.25,746.50,739.47,25.50
15:09:09,71.40,68.79,27.00,745.90,738.88,25.50
15:09:10,71.34,69.36,26.50,744.40,737.39,25.50
15:09:11,72.28,70.28,26.50,743.00,743.00,25.00
15:09:12,70.41,68.46,26.50,742.60,735.61,25.50
15:09:13,69.50,67.57,26.50,741.20,737.70,25.25
15:09:14,69.45,67.53,26.50,741.40,737.90,25.25
15:09:15,69.49,67.56,26.50,741.30,734.32,25.50
15:09:16,66.87,64.72,26.75,741.00,734.03,25.50
15:09:17,66.83,65.28,26.25,740.70,733.73,25.50
15:09:18,67.67,65.49,26.75,741.60,731.18,25.75
15:09:19,68.52,66.32,26.75,742.10,735.12,25.50
15:09:20,67.74,66.17,26.25,743.00,736.01,25.50
15:09:21,66.77,64.62,26.75,742.70,735.71,25.50
15:09:22,66.80,64.65,26.75,743.80,736.80,25.50
15:09:23,66.75,64.60,26.75,744.30,744.30,25.00
15:09:24,64.91,63.40,26.25,745.20,738.19,25.50
15:09:25,65.85,64.03,26.50,745.70,738.68,25.50
15:09:26,64.88,63.08,26.50,747.30,740.27,25.50
15:09:27,64.95,62.86,26.75,748.50,741.46,25.50
15:09:28,64.88,63.08,26.50,750.20,743.14,25.50
15:09:29,64.90,63.39,26.25,750.70,747.15,25.25
15:09:30,64.86,63.06,26.50,752.60,745.52,25.50
15:09:31,63.14,61.39,26.50,753.40,746.31,25.50
15:09:32,63.13,61.67,26.25,754.80,744.20,25.75
15:09:33,63.17,60.86,27.00,755.30,748.19,25.50
15:09:34,63.13,61.10,26.75,756.70,749.58,25.50
15:09:35,63.14,61.39,26.50,757.90,750.77,25.50
15:09:36,62.21,60.77,26.25,758.20,751.06,25.50
15:09:37,61.26,59.56,26.50,759.70,749.03,25.75
15:09:38,60.38,58.71,26.50,760.40,749.72,25.75
15:09:39,61.26,59.56,26.50,761.40,754.23,25.50
15:09:40,59.42,58.04,26.25,762.70,759.09,25.25
15:09:41,58.50,56.62,26.75,764.10,753.36,25.75
15:09:42,57.73,55.87,26.75,765.50,761.88,25.25
15:09:43,58.50,56.88,26.50,766.80,763.17,25.25
15:09:44,57.65,56.05,26.50,768.80,758.00,25.75
15:09:45,56.76,55.70,26.00,770.30,763.05,25.50
15:09:46,56.76,55.19,26.50,771.60,764.34,25.50
15:09:47,57.63,55.78,26.75,773.80,762.93,25.75
15:09:48,56.72,54.89,26.75,775.60,775.60,25.00
15:09:49,54.84,53.08,26.75,776.70,769.39,25.50
15:09:50,54.86,53.34,26.50,778.90,778.90,25.00
15:09:51,53.93,52.44,26.50,780.70,769.73,25.75
15:09:52,55.76,54.21,26.50,781.70,778.00,25.25
15:09:53,54.83,53.07,26.75,783.60,776.23,25.50
15:09:54,53.10,51.63,26.50,785.30,781.59,25.25
15:09:54,55.76,54.47,26.25,787.50,772.82,26.00
15:09:55,56.73,55.41,26.25,790.60,786.86,25.25
15:09:56,56.73,54.90,26.75,792.10,780.97,25.75
15:09:57,55.76,53.97,26.75,794.30,786.83,25.50
15:09:58,55.79,54.75,26.00,796.50,789.00,25.50
15:09:59,56.70,54.88,26.75,799.30,791.78,25.50
15:10:00,56.72,54.89,26.75,801.30,790.04,25.75
15:10:01,56.73,54.90,26.75,802.40,791.13,25.75
15:10:02,55.80,54.25,26.50,805.20,797.62,25.50
15:10:03,55.82,54.02,26.75,806.90,799.31,25.50
15:10:04,56.72,54.89,26.75,808.50,800.89,25.50
15:10:05,56.74,55.42,26.25,810.10,802.48,25.50
15:10:06,55.78,53.99,26.75,810.90,807.07,25.25
15:10:07,55.80,54.00,26.75,811.80,800.39,25.75
15:10:08,55.75,54.46,26.25,813.80,806.14,25.50
15:10:09,53.96,52.22,26.75,814.90,807.23,25.50
15:10:10,54.86,53.34,26.50,815.80,808.12,25.50
15:10:11,56.66,54.84,26.75,816.40,804.93,25.75
15:10:12,55.80,54.51,26.25,818.90,818.90,25.00
15:10:13,55.78,54.23,26.50,819.10,811.39,25.50
15:10:14,55.78,54.49,26.25,820.50,808.97,25.75
15:10:15,54.94,53.17,26.75,820.80,813.08,25.50
15:10:16,56.70,55.38,26.25,822.00,822.00,25.00
15:10:17,54.90,53.38,26.50,822.30,810.75,25.75
15:10:18,54.85,53.08,26.75,823.70,815.95,25.50
15:10:19,55.79,54.24,26.50,825.00,821.10,25.25
15:10:20,55.78,54.23,26.50,825.30,817.53,25.50
15:10:21,54.87,53.35,26.50,825.30,821.40,25.25
15:10:22,56.72,55.15,26.50,826.90,822.99,25.25
15:10:23,54.86,53.09,26.75,826.20,818.42,25.50
15:10:24,54.85,53.33,26.50,827.70,819.91,25.50
15:10:25,54.87,53.35,26.50,828.40,824.48,25.25
15:10:26,55.73,54.19,26.50,828.30,820.51,25.50
15:10:27,53.89,52.40,26.50,829.10,825.18,25.25
15:10:28,54.84,53.57,26.25,829.40,825.48,25.25
15:10:29,55.76,53.97,26.75,829.10,821.30,25.50
15:10:30,53.88,52.15,26.75,830.20,822.39,25.50
15:10:31,54.85,53.33,26.50,830.90,834.87,24.75
15:10:32,54.82,53.30,26.50,831.80,827.87,25.25
15:10:33,53.07,51.60,26.50,832.10,824.27,25.50
15:10:34,53.13,51.66,26.50,832.40,836.37,24.75
15:10:35,54.80,53.04,26.75,834.10,826.25,25.50
15:10:36,54.82,53.55,26.25,834.30,822.58,25.75
15:10:37,54.79,53.27,26.50,835.00,823.27,25.75
15:10:38,53.89,52.40,26.50,834.20,826.35,25.50
15:10:39,53.88,52.39,26.50,835.50,831.55,25.25
15:10:39,53.09,51.62,26.50,835.90,828.03,25.50
15:10:40,53.09,52.10,26.00,836.70,828.83,25.50
15:10:41,53.09,51.86,26.25,836.10,832.15,25.25
15:10:42,53.06,51.83,26.25,837.80,829.92,25.50
15:10:43,52.17,50.49,26.75,838.00,830.11,25.50
15:10:44,53.09,51.62,26.50,838.70,834.73,25.25
15:10:45,52.11,50.67,26.50,840.00,828.20,25.75
15:10:46,51.21,49.79,26.50,840.80,832.89,25.50
15:10:47,53.07,51.84,26.25,841.70,837.72,25.25
15:10:48,52.12,50.91,26.25,842.00,838.02,25.25
15:10:49,51.19,49.77,26.50,843.10,835.17,25.50
15:10:50,52.16,50.71,26.50,843.70,839.71,25.25
15:10:51,50.27,49.10,26.25,844.80,844.80,25.00
15:10:52,51.17,49.52,26.75,846.10,838.14,25.50
15:10:53,52.11,50.90,26.25,848.40,836.48,25.75
15:10:54,51.21,49.56,26.75,849.20,841.21,25.50
15:10:55,52.09,50.41,26.75,850.40,846.38,25.25
15:10:56,51.17,49.75,26.50,851.20,839.24,25.75
15:10:57,50.26,49.09,26.25,852.40,840.42,25.75
15:10:58,50.25,49.08,26.25,853.90,845.86,25.50
15:10:59,51.13,49.71,26.50,855.40,847.35,25.50
15:11:00,51.15,49.96,26.25,857.90,849.83,25.50
15:11:01,48.49,46.93,26.75,859.00,850.92,25.50
15:11:02,47.60,46.71,26.00,859.90,851.81,25.50
15:11:03,49.31,47.72,26.75,861.90,849.79,25.75
15:11:04,48.49,46.93,26.75,862.50,862.50,25.00
15:11:05,48.48,46.92,26.75,864.10,855.97,25.50
15:11:06,49.31,47.94,26.50,864.50,856.36,25.50
15:11:07,47.58,46.26,26.50,865.10,856.96,25.50
15:11:08,47.58,46.26,26.50,864.80,852.65,25.75
15:11:09,48.51,47.17,26.50,865.10,856.96,25.50
15:11:10,47.60,46.28,26.50,863.80,851.66,25.75
15:11:11,47.58,46.05,26.75,863.20,859.12,25.25
15:11:12,48.49,47.37,26.25,862.10,853.99,25.50
15:11:13,47.56,46.03,26.75,861.30,865.41,24.75
15:11:14,48.48,46.92,26.75,860.80,848.71,25.75
15:11:15,46.62,45.12,26.75,860.70,852.60,25.50
15:11:16,46.62,45.33,26.50,859.50,851.41,25.50
15:11:17,47.55,46.23,26.50,859.00,850.92,25.50
15:11:18,46.62,45.33,26.50,859.10,847.03,25.75
15:11:19,46.61,45.32,26.50,858.70,854.64,25.25
15:11:20,47.51,46.19,26.50,858.30,846.24,25.75
15:11:21,46.62,45.33,26.50,857.60,849.53,25.50
15:11:22,45.68,44.21,26.75,857.00,848.94,25.50
15:11:23,45.67,44.61,26.25,857.00,852.95,25.25
15:11:23,45.67,44.40,26.50,857.10,849.03,25.50
15:11:24,44.75,43.92,26.00,856.40,852.35,25.25
15:11:25,44.76,43.52,26.50,856.70,848.64,25.50
15:11:26,45.70,44.23,26.75,856.50,852.45,25.25
15:11:27,45.66,44.81,26.00,856.80,844.76,25.75
15:11:28,45.67,44.61,26.25,856.50,848.44,25.50
15:11:29,46.59,44.88,27.00,855.40,847.35,25.50
15:11:30,45.65,44.18,26.75,853.90,845.86,25.50
15:11:31,44.74,43.50,26.50,852.00,843.98,25.50
15:11:32,45.68,44.21,26.75,850.40,842.40,25.50
15:11:33,43.82,42.80,26.25,847.80,839.82,25.50
15:11:34,43.79,42.38,26.75,846.40,838.43,25.50
15:11:35,43.81,42.40,26.75,843.20,831.35,25.75
15:11:36,45.66,44.19,26.75,839.40,835.43,25.25
15:11:37,42.99,41.61,26.75,834.70,826.84,25.50
15:11:38,42.98,41.98,26.25,829.20,825.28,25.25
15:11:39,43.81,42.99,26.00,822.90,822.90,25.00
15:11:40,42.98,41.79,26.50,816.40,812.54,25.25
15:11:41,42.99,41.80,26.50,810.70,803.07,25.50
15:11:42,43.79,42.58,26.50,804.30,796.73,25.50
15:11:43,43.79,42.38,26.75,799.50,791.98,25.50
15:11:44,42.99,41.99,26.25,794.30,783.14,25.75
15:11:45,43.76,42.35,26.75,789.30,778.21,25.75
15:11:46,42.98,41.60,26.75,784.80,777.41,25.50
15:11:47,42.96,41.96,26.25,779.50,772.16,25.50
15:11:48,42.03,41.05,26.25,774.70,774.70,25.00
15:11:49,42.97,41.78,26.50,770.20,770.20,25.00
15:11:50,43.78,42.57,26.50,765.50,758.30,25.50
15:11:51,42.97,41.59,26.75,760.10,752.95,25.50
15:11:52,42.04,40.69,26.75,754.40,747.30,25.50
15:11:53,42.95,41.57,26.75,749.50,738.97,25.75
15:11:54,41.12,39.98,26.50,743.80,740.28,25.25
15:11:55,42.95,41.95,26.25,737.90,730.96,25.50
15:11:56,42.03,41.05,26.25,732.30,732.30,25.00
15:11:57,41.12,39.80,26.75,725.60,715.41,25.75
15:11:58,42.97,41.78,26.50,719.00,712.23,25.50
15:11:59,42.03,41.44,25.75,712.50,705.79,25.50
15:12:00,41.12,39.98,26.50,706.80,700.15,25.50
15:12:01,42.03,41.05,26.25,700.00,690.17,25.75
15:12:02,41.12,39.80,26.75,693.00,686.48,25.50
15:12:03,41.12,39.80,26.75,688.20,684.95,25.25
15:12:04,42.95,41.76,26.50,683.50,683.50,25.00
15:12:05,42.03,40.68,26.75,678.00,668.47,25.75
15:12:06,42.04,40.69,26.75,671.70,671.70,25.00
15:12:07,42.02,40.67,26.75,667.40,658.02,25.75
15:12:08,41.11,40.16,26.25,662.80,659.67,25.25
15:12:08,42.06,41.08,26.25,657.40,651.21,25.50
15:12:09,42.95,41.38,27.00,651.80,645.67,25.50
15:12:10,42.97,41.97,26.25,646.80,643.74,25.25
15:12:11,42.03,41.25,26.00,642.80,633.77,25.75
15:12:12,40.20,38.91,26.75,638.90,632.89,25.50
15:12:13,40.19,39.08,26.50,634.70,631.70,25.25
15:12:14,40.18,39.43,26.00,629.40,623.48,25.50
15:12:15,40.20,39.27,26.25,624.70,615.92,25.75
15:12:16,41.11,39.79,26.75,621.60,612.87,25.75
15:12:17,40.18,39.25,26.25,617.30,611.49,25.50
15:12:18,40.20,39.27,26.25,613.30,604.68,25.75
15:12:19,39.25,38.16,26.50,609.90,609.90,25.00
15:12:20,39.26,38.17,26.50,606.60,600.89,25.50
15:12:21,42.95,41.57,26.75,601.50,598.66,25.25
15:12:22,39.27,38.01,26.75,597.50,589.11,25.75
15:12:23,42.03,41.25,26.00,594.50,597.34,24.75
15:12:24,40.18,39.07,26.50,591.40,585.83,25.50
15:12:25,40.18,39.25,26.25,588.40,585.62,25.25
15:12:26,41.11,39.79,26.75,583.80,581.04,25.25
15:12:27,40.18,38.89,26.75,581.40,573.23,25.75
15:12:28,39.26,38.00,26.75,578.20,578.20,25.00
15:12:29,38.46,37.05,27.00,573.90,573.90,25.00
15:12:30,41.11,40.16,26.25,572.00,566.62,25.50
15:12:31,39.27,38.18,26.50,569.70,561.70,25.75
15:12:32,41.07,39.75,26.75,565.80,560.48,25.50
15:12:33,40.18,39.07,26.50,562.20,554.30,25.75
15:12:34,40.18,38.89,26.75,559.10,559.10,25.00
15:12:35,41.09,39.59,27.00,556.70,554.07,25.25
15:12:36,39.24,38.33,26.25,554.10,551.48,25.25
15:12:37,39.27,38.18,26.50,551.20,543.46,25.75
15:12:38,40.20,39.09,26.50,548.50,543.34,25.50
15:12:39,40.19,39.26,26.25,546.10,538.43,25.75
15:12:40,38.46,37.39,26.50,544.50,539.38,25.50
15:12:41,40.17,39.24,26.25,542.60,537.49,25.50
15:12:42,40.19,38.90,26.75,539.30,541.87,24.75
15:12:43,39.26,38.17,26.50,536.80,534.26,25.25
15:12:44,38.46,37.22,26.75,534.20,526.69,25.75
15:12:45,38.46,37.39,26.50,532.00,529.48,25.25
15:12:46,39.25,38.16,26.50,529.20,526.70,25.25
15:12:47,38.46,37.39,26.50,527.70,522.73,25.50
15:12:48,39.27,38.18,26.50,524.90,524.90,25.00
15:12:49,39.23,38.14,26.50,522.40,522.40,25.00
15:12:50,40.16,39.05,26.50,520.20,515.30,25.50
15:12:51,40.19,39.08,26.50,517.50,512.63,25.50
15:12:52,40.18,39.43,26.00,515.00,507.76,25.75
15:12:53,38.46,37.39,26.50,513.10,505.89,25.75
15:12:53,38.44,37.37,26.50,511.60,506.79,25.50
15:12:54,41.08,39.94,26.50,509.20,502.05,25.75
15:12:55,37.52,36.48,26.50,507.40,502.63,25.50
15:12:56,41.08,39.94,26.50,505.60,498.50,25.75
15:12:57,38.46,37.39,26.50,504.10,501.72,25.25
15:12:58,36.62,35.44,26.75,501.90,494.85,25.75
15:12:59,38.46,37.22,26.75,499.10,494.40,25.50
15:13:00,38.42,37.01,27.00,496.80,489.82,25.75
15:13:01,39.26,38.35,26.25,494.30,487.36,25.75
15:13:02,37.52,36.48,26.50,492.90,490.57,25.25
15:13:03,39.22,37.96,26.75,490.60,488.28,25.25
15:13:04,37.53,36.32,26.75,489.10,482.23,25.75
15:13:05,41.09,40.14,26.25,487.20,487.20,25.00
15:13:06,39.26,38.53,26.00,486.00,479.17,25.75
15:13:07,37.52,36.48,26.50,483.80,481.51,25.25
15:13:08,38.42,37.36,26.50,482.40,477.86,25.50
15:13:09,39.22,38.13,26.50,481.40,476.87,25.50
15:13:10,38.45,37.38,26.50,479.00,474.49,25.50
15:13:11,38.46,37.39,26.50,476.50,469.81,25.75
15:13:12,40.15,38.86,26.75,473.30,466.65,25.75
15:13:13,38.46,37.39,26.50,471.80,469.57,25.25
15:13:14,38.46,37.74,26.00,469.60,465.18,25.50
15:13:15,38.39,37.50,26.25,468.30,461.72,25.75
15:13:16,37.53,36.49,26.50,466.10,461.71,25.50
15:13:17,38.44,37.55,26.25,464.00,459.63,25.50
15:13:18,39.21,38.12,26.50,463.40,456.89,25.75
15:13:19,39.27,38.54,26.00,461.80,457.45,25.50
15:13:20,38.48,37.41,26.50,459.40,455.08,25.50
