Time,Conductivity_in (microS),Conductivity_in @25*C (microS),Temperature_in,Conductivity_out (microS),Conductivity_out @25*C (microS),Temperature_out
15:31:45,27.61,27.35,25.50,38.12,37.76,25.50
15:31:46,28.53,28.53,25.00,38.66,38.30,25.50
15:31:47,28.51,28.24,25.50,38.16,37.80,25.50
15:31:48,29.35,29.21,25.25,38.65,38.29,25.50
15:31:49,30.29,30.00,25.50,38.14,37.60,25.75
15:31:50,29.37,29.37,25.00,38.11,37.75,25.50
15:31:51,29.36,29.08,25.50,37.66,37.31,25.50
15:31:52,30.28,30.00,25.50,37.42,36.89,25.75
15:31:53,28.53,28.26,25.50,38.36,38.18,25.25
15:31:54,29.34,29.06,25.50,37.84,37.48,25.50
15:31:55,29.35,29.07,25.50,37.65,37.65,25.00
15:32:09,28.56,28.29,25.50,36.61,36.27,25.50
15:32:11,29.37,29.09,25.50,36.59,36.08,25.75
15:32:13,27.63,27.37,25.50,36.60,36.60,25.00
15:32:15,29.36,29.22,25.25,36.59,36.25,25.50
15:32:17,27.61,27.61,25.00,36.58,36.58,25.00
15:32:18,0.00,0.00,25.25,36.59,36.08,25.75
15:32:20,0.00,0.00,25.25,36.08,36.08,25.00
15:32:21,0.00,0.00,25.25,36.56,36.22,25.50
15:32:23,0.00,0.00,25.25,36.83,36.31,25.75
15:32:25,0.00,0.00,25.50,36.32,35.81,25.75
15:32:27,0.00,0.00,25.50,36.33,35.99,25.50
15:32:28,30.33,30.04,25.50,36.33,35.82,25.75
15:32:29,30.28,30.14,25.25,36.09,35.58,25.75
15:32:30,31.25,30.96,25.50,35.81,35.31,25.75
15:32:31,28.56,28.56,25.00,36.08,35.91,25.25
15:32:32,29.38,29.24,25.25,35.82,35.48,25.50
15:32:33,28.56,28.42,25.25,36.80,36.63,25.25
15:32:34,30.30,30.30,25.00,35.81,35.31,25.75
15:32:35,32.17,32.02,25.25,36.04,35.70,25.50
15:32:36,29.36,29.08,25.50,36.51,36.51,25.00
15:32:37,29.36,29.22,25.25,35.82,35.32,25.75
15:32:38,30.29,30.00,25.50,35.81,35.47,25.50
15:32:39,31.21,31.06,25.25,35.79,35.62,25.25
15:32:40,30.30,30.16,25.25,36.30,35.96,25.50
15:32:41,31.21,30.92,25.50,35.26,34.93,25.50
15:32:42,29.38,29.24,25.25,35.51,35.34,25.25
15:32:43,28.57,28.43,25.25,36.04,35.87,25.25
15:32:44,30.29,30.00,25.50,36.03,35.86,25.25
15:32:45,33.04,32.88,25.25,35.30,35.13,25.25
15:32:46,33.09,32.78,25.50,35.54,35.04,25.75
15:32:47,31.24,30.95,25.50,35.08,34.75,25.50
15:32:48,32.16,31.86,25.50,35.26,34.93,25.50
15:32:49,30.32,30.18,25.25,35.50,35.33,25.25
15:32:50,32.13,31.83,25.50,35.54,35.54,25.00
15:32:51,31.26,30.97,25.50,35.51,35.01,25.75
15:32:52,29.36,29.08,25.50,34.79,34.30,25.75
15:32:53,32.14,32.14,25.00,35.26,34.93,25.50
15:32:54,30.29,30.15,25.25,35.25,35.08,25.25
15:32:55,29.35,29.35,25.00,35.27,35.10,25.25
15:32:56,31.24,30.95,25.50,35.51,35.34,25.25
15:32:57,30.32,30.03,25.50,34.78,34.62,25.25
15:32:58,29.38,29.24,25.25,35.74,35.40,25.50
15:32:59,30.32,30.03,25.50,34.76,34.43,25.50
15:33:00,27.65,27.39,25.50,34.76,34.76,25.00
15:33:01,29.39,29.53,24.75,35.01,34.68,25.50
15:33:02,33.03,32.72,25.50,33.78,33.31,25.75
15:33:03,33.05,33.05,25.00,34.24,34.24,25.00
15:33:04,28.56,28.16,25.75,35.42,35.25,25.25
15:33:04,30.31,29.88,25.75,34.50,34.18,25.50
15:33:05,30.30,30.16,25.25,34.24,33.92,25.50
15:33:06,31.21,30.92,25.50,34.24,33.92,25.50
15:33:07,31.18,30.89,25.50,34.23,34.07,25.25
15:33:08,32.18,31.88,25.50,34.24,33.76,25.75
15:33:09,33.10,33.26,24.75,33.98,33.98,25.00
15:33:10,32.12,31.97,25.25,33.97,33.49,25.75
15:33:11,32.16,31.86,25.50,34.44,34.12,25.50
15:33:12,29.35,29.21,25.25,33.99,33.36,26.00
15:33:13,31.23,30.94,25.50,33.96,33.48,25.75
15:33:14,31.24,30.95,25.50,33.72,33.40,25.50
15:33:15,31.23,31.08,25.25,34.22,33.74,25.75
15:33:16,29.35,29.07,25.50,33.72,33.40,25.50
15:33:17,31.26,30.97,25.50,34.23,33.75,25.75
15:33:18,32.17,31.87,25.50,34.00,33.52,25.75
15:33:19,31.25,31.25,25.00,33.94,33.62,25.50
15:33:20,30.30,30.16,25.25,33.73,33.73,25.00
15:33:21,31.21,31.21,25.00,33.48,33.01,25.75
15:33:22,30.31,30.02,25.50,33.46,33.15,25.50
15:33:23,33.10,32.79,25.50,33.21,32.74,25.75
15:33:24,30.30,29.87,25.75,33.48,33.01,25.75
15:33:25,32.16,32.01,25.25,33.69,33.22,25.75
15:33:26,31.22,31.22,25.00,33.66,33.34,25.50
15:33:27,33.08,32.62,25.75,33.72,33.25,25.75
15:33:28,33.13,32.97,25.25,33.46,32.99,25.75
15:33:29,31.25,30.96,25.50,33.74,33.27,25.75
15:33:30,33.12,33.12,25.00,33.21,32.74,25.75
15:33:31,31.26,30.97,25.50,32.91,32.45,25.75
15:33:32,30.28,30.00,25.50,33.43,33.12,25.50
15:33:33,29.42,29.14,25.50,33.23,33.07,25.25
15:33:34,34.80,34.80,25.00,33.68,33.36,25.50
15:33:35,32.18,31.88,25.50,32.93,32.62,25.50
15:33:36,32.18,32.03,25.25,32.64,32.33,25.50
15:33:37,33.07,32.76,25.50,33.42,32.95,25.75
15:33:38,30.36,30.50,24.75,33.60,33.13,25.75
15:33:39,29.41,29.13,25.50,32.92,32.46,25.75
15:33:40,31.25,30.96,25.50,32.93,32.32,26.00
15:33:41,33.09,32.93,25.25,32.67,32.21,25.75
15:33:42,32.14,31.99,25.25,33.37,33.06,25.50
15:33:43,29.40,29.12,25.50,32.65,32.19,25.75
15:33:44,27.66,27.40,25.50,32.19,31.74,25.75
15:33:45,32.14,31.84,25.50,32.41,31.95,25.75
15:33:46,32.17,32.02,25.25,33.13,32.82,25.50
15:33:47,31.23,30.94,25.50,32.68,32.22,25.75
15:33:48,29.41,29.13,25.50,32.16,31.86,25.50
15:33:49,32.18,31.88,25.50,32.91,32.60,25.50
15:33:49,30.32,30.03,25.50,32.20,31.75,25.75
15:33:50,33.11,33.11,25.00,32.64,32.64,25.00
15:33:51,31.23,30.79,25.75,31.91,31.46,25.75
15:33:52,32.15,32.15,25.00,32.39,32.39,25.00
15:33:53,27.66,27.27,25.75,31.94,31.49,25.75
15:33:54,32.14,31.69,25.75,32.16,31.71,25.75
15:33:55,32.17,32.02,25.25,32.14,31.84,25.50
15:33:56,31.23,31.23,25.00,32.39,32.09,25.50
15:33:57,32.18,31.88,25.50,31.91,31.76,25.25
15:33:58,33.07,32.76,25.50,31.89,31.59,25.50
15:33:59,32.17,31.87,25.50,31.90,31.75,25.25
15:34:00,31.21,30.92,25.50,31.69,31.39,25.50
15:34:01,33.08,32.77,25.50,31.65,31.21,25.75
15:34:02,34.02,33.70,25.50,31.62,31.18,25.75
15:34:03,31.26,31.41,24.75,31.40,31.10,25.50
15:34:04,33.12,32.81,25.50,31.39,30.95,25.75
15:34:05,31.23,30.94,25.50,31.66,31.36,25.50
15:34:06,30.33,30.19,25.25,31.40,31.10,25.50
15:34:07,32.17,32.17,25.00,31.36,31.21,25.25
15:34:08,30.28,30.28,25.00,31.39,31.24,25.25
15:34:09,31.25,30.96,25.50,31.17,30.73,25.75
15:34:10,31.23,31.08,25.25,31.13,30.98,25.25
15:34:11,33.13,32.97,25.25,31.13,30.98,25.25
15:34:12,32.17,31.87,25.50,31.95,31.65,25.50
15:34:13,31.22,31.07,25.25,33.69,33.22,25.75
15:34:14,31.26,31.56,24.50,32.95,32.79,25.25
15:34:15,39.44,39.44,25.00,29.36,29.22,25.25
15:34:16,43.23,43.03,25.25,29.33,29.05,25.50
15:34:17,41.36,40.97,25.50,28.54,28.41,25.25
15:34:18,40.45,40.07,25.50,28.81,28.54,25.50
15:34:19,38.71,38.35,25.50,29.07,28.80,25.50
15:34:20,39.51,39.14,25.50,29.57,29.43,25.25
15:34:21,37.73,37.37,25.50,29.34,29.06,25.50
15:34:22,36.79,36.62,25.25,29.10,28.83,25.50
15:34:23,36.77,36.42,25.50,29.34,28.93,25.75
15:34:24,36.79,36.44,25.50,29.83,29.55,25.50
15:34:25,37.72,37.72,25.00,30.67,30.53,25.25
15:34:26,37.66,37.31,25.50,31.11,30.82,25.50
15:34:27,36.75,36.75,25.00,31.41,30.97,25.75
15:34:28,34.09,33.77,25.50,31.65,31.21,25.75
15:34:29,35.84,36.01,24.75,32.20,31.90,25.50
15:34:30,34.07,33.91,25.25,32.65,32.19,25.75
15:34:31,34.91,34.74,25.25,32.17,31.87,25.50
15:34:32,33.13,33.13,25.00,32.18,31.88,25.50
15:34:33,34.86,34.53,25.50,31.66,31.36,25.50
15:34:34,34.06,33.90,25.25,32.35,31.90,25.75
15:34:34,34.87,34.54,25.50,31.65,31.50,25.25
15:34:35,32.24,32.09,25.25,31.66,31.81,24.75
15:34:36,33.14,32.83,25.50,30.67,30.24,25.75
15:34:37,35.76,35.42,25.50,30.43,30.00,25.75
15:34:38,34.84,34.51,25.50,30.62,30.19,25.75
15:34:39,34.86,34.53,25.50,31.90,31.45,25.75
15:34:40,34.03,33.55,25.75,29.08,28.94,25.25
15:34:41,34.04,33.72,25.50,29.03,29.03,25.00
15:34:42,34.88,34.39,25.75,29.05,28.78,25.50
15:34:43,34.05,33.73,25.50,28.60,28.33,25.50
15:34:44,34.07,33.75,25.50,28.57,28.17,25.75
15:34:45,34.06,33.74,25.50,28.81,28.54,25.50
15:34:46,33.13,33.13,25.00,28.32,28.05,25.50
15:34:47,34.01,33.69,25.50,28.53,28.26,25.50
15:34:48,36.71,36.36,25.50,27.06,26.93,25.25
15:34:49,35.78,35.78,25.00,27.29,27.03,25.50
15:34:50,33.12,32.81,25.50,27.54,27.28,25.50
15:34:51,34.07,33.91,25.25,27.03,26.78,25.50
15:34:52,37.62,37.27,25.50,28.99,28.72,25.50
15:34:53,34.88,34.88,25.00,28.97,28.97,25.00
15:34:54,35.83,35.49,25.50,26.32,26.20,25.25
15:34:55,36.69,36.34,25.50,27.55,27.29,25.50
15:34:56,37.62,37.27,25.50,27.53,27.40,25.25
15:34:57,35.79,35.45,25.50,28.05,27.92,25.25
15:34:58,36.69,36.34,25.50,28.28,28.01,25.50
15:34:59,37.60,37.60,25.00,28.23,27.96,25.50
15:35:00,33.14,33.14,25.00,27.54,27.54,25.00
15:35:01,38.60,38.60,25.00,29.08,28.67,25.75
15:35:02,33.15,32.84,25.50,29.22,29.08,25.25
15:35:03,35.80,35.46,25.50,27.80,27.41,25.75
15:35:04,40.22,40.03,25.25,28.99,28.58,25.75
15:35:05,34.88,34.55,25.50,27.56,27.30,25.50
15:35:06,39.33,39.33,25.00,26.59,26.46,25.25
15:35:07,35.79,35.62,25.25,27.04,27.04,25.00
15:35:08,39.32,39.13,25.25,28.72,28.72,25.00
15:35:09,36.74,36.74,25.00,27.52,27.39,25.25
15:35:10,37.62,37.62,25.00,27.58,27.32,25.50
15:35:11,37.62,37.27,25.50,27.76,27.63,25.25
15:35:12,31.31,31.16,25.25,28.27,28.14,25.25
15:35:13,36.69,36.52,25.25,26.83,26.83,25.00
15:35:14,37.61,37.43,25.25,27.02,26.89,25.25
15:35:15,30.38,30.09,25.50,26.57,26.57,25.00
15:35:16,37.61,37.43,25.25,27.26,27.00,25.50
15:35:17,37.66,37.66,25.00,27.79,27.53,25.50
15:35:18,37.64,37.82,24.75,27.28,27.41,24.75
15:35:19,40.24,39.86,25.50,26.81,26.43,25.75
15:35:19,38.51,38.33,25.25,27.53,27.40,25.25
15:35:20,39.32,39.13,25.25,27.74,27.48,25.50
15:35:21,37.70,37.35,25.50,27.26,27.00,25.50
15:35:22,31.32,31.47,24.75,27.03,26.65,25.75
15:35:23,37.58,37.40,25.25,27.01,26.63,25.75
15:35:24,34.07,33.91,25.25,28.00,27.74,25.50
15:35:25,37.66,37.48,25.25,27.97,27.58,25.75
15:35:26,36.72,36.72,25.00,28.21,27.81,25.75
15:35:27,36.80,36.63,25.25,26.98,26.73,25.50
15:35:28,37.63,37.63,25.00,26.80,26.67,25.25
15:35:29,36.69,36.52,25.25,27.47,27.34,25.25
15:35:30,37.63,37.28,25.50,26.31,26.06,25.50
15:35:31,37.62,37.27,25.50,27.46,27.20,25.50
15:35:32,34.08,34.08,25.00,26.78,26.28,26.00
15:35:33,41.15,41.15,25.00,26.28,26.03,25.50
15:35:34,34.07,33.75,25.50,26.53,26.16,25.75
15:35:35,35.81,35.47,25.50,26.74,26.49,25.50
15:35:36,35.77,35.43,25.50,26.03,25.91,25.25
15:35:37,38.52,38.34,25.25,26.28,26.03,25.50
15:35:38,36.74,36.39,25.50,26.29,26.04,25.50
15:35:39,38.53,38.35,25.25,26.04,25.67,25.75
15:35:40,38.53,38.17,25.50,26.75,26.62,25.25
15:35:41,39.37,39.00,25.50,26.78,26.65,25.25
15:35:42,36.71,36.71,25.00,26.97,26.72,25.50
15:35:43,34.91,34.58,25.50,26.76,26.38,25.75
15:35:44,34.07,33.91,25.25,26.97,26.59,25.75
15:35:45,39.39,39.20,25.25,26.28,25.91,25.75
15:35:46,39.38,39.19,25.25,26.79,26.66,25.25
15:35:47,37.63,37.28,25.50,26.99,26.86,25.25
15:35:48,38.59,38.23,25.50,27.25,26.87,25.75
15:35:49,37.63,37.10,25.75,27.25,27.38,24.75
15:35:50,37.62,37.27,25.50,26.54,26.17,25.75
15:35:51,37.64,37.64,25.00,26.98,26.60,25.75
15:35:52,37.60,37.60,25.00,26.26,26.14,25.25
15:35:53,34.08,34.08,25.00,26.49,26.24,25.50
15:35:54,35.81,35.47,25.50,26.77,26.52,25.50
15:35:55,36.72,37.07,24.50,26.50,26.25,25.50
15:35:56,35.82,35.48,25.50,26.47,26.22,25.50
15:35:57,35.82,35.82,25.00,26.51,26.26,25.50
15:35:58,37.66,37.66,25.00,26.50,26.13,25.75
15:35:59,35.80,35.46,25.50,26.50,26.25,25.50
15:36:00,32.23,32.08,25.25,26.74,26.49,25.50
15:36:01,34.08,33.92,25.25,25.77,25.53,25.50
15:36:02,39.34,39.34,25.00,26.26,26.01,25.50
15:36:03,37.64,37.46,25.25,26.27,26.02,25.50
15:36:04,36.72,36.55,25.25,26.79,26.54,25.50
15:36:04,38.53,38.71,24.75,26.97,26.72,25.50
15:36:05,37.66,37.13,25.75,26.78,26.53,25.50
15:36:06,38.56,38.20,25.50,26.96,27.09,24.75
15:36:07,34.91,34.58,25.50,26.50,26.37,25.25
15:36:08,36.74,36.39,25.50,26.77,26.52,25.50
15:36:09,39.39,39.20,25.25,26.24,25.99,25.50
15:36:10,36.72,36.37,25.50,26.51,26.14,25.75
15:36:11,35.80,35.46,25.50,26.76,26.63,25.25
15:36:12,36.74,36.57,25.25,26.50,26.13,25.75
15:36:13,36.72,36.37,25.50,26.51,26.38,25.25
15:36:14,37.66,37.48,25.25,26.50,26.13,25.75
15:36:15,35.80,35.46,25.50,26.76,26.38,25.75
15:36:16,36.72,36.37,25.50,26.75,26.50,25.50
15:36:17,37.67,37.14,25.75,26.26,25.89,25.75
15:36:18,37.64,37.29,25.50,26.76,26.51,25.50
15:36:19,36.71,36.36,25.50,26.51,26.26,25.50
15:36:20,36.72,36.55,25.25,26.79,26.41,25.75
15:36:21,37.63,37.63,25.00,26.52,26.39,25.25
15:36:22,37.66,37.31,25.50,26.50,26.25,25.50
15:36:23,37.66,37.31,25.50,26.00,25.63,25.75
15:36:24,37.62,37.09,25.75,26.53,26.16,25.75
15:36:25,38.55,38.19,25.50,26.00,25.63,25.75
15:36:26,36.72,37.07,24.50,26.00,25.63,25.75
15:36:27,36.70,36.70,25.00,26.26,25.89,25.75
15:36:28,37.67,37.49,25.25,26.26,25.89,25.75
15:36:29,38.58,38.40,25.25,26.02,26.02,25.00
15:36:30,39.41,39.22,25.25,25.72,25.48,25.50
15:36:31,36.74,37.09,24.50,25.74,25.62,25.25
15:36:32,39.39,39.20,25.25,25.72,25.60,25.25
15:36:33,38.59,38.77,24.75,25.73,25.61,25.25
15:36:34,39.42,39.42,25.00,26.52,26.39,25.25
15:36:35,38.62,38.44,25.25,27.27,26.89,25.75
15:36:36,39.40,39.21,25.25,27.76,27.37,25.75
15:36:37,37.72,37.72,25.00,27.53,27.14,25.75
15:36:38,40.32,40.32,25.00,26.53,26.16,25.75
15:36:39,39.43,39.62,24.75,26.25,26.00,25.50
15:36:40,37.69,37.51,25.25,26.24,25.99,25.50
15:36:41,38.59,38.59,25.00,25.98,25.86,25.25
15:36:42,38.64,38.28,25.50,26.25,26.13,25.25
15:36:43,37.69,37.87,24.75,25.76,25.40,25.75
15:36:44,39.40,39.59,24.75,26.25,26.00,25.50
15:36:45,36.77,36.60,25.25,26.80,26.55,25.50
15:36:46,38.54,38.36,25.25,27.50,27.11,25.75
15:36:47,37.68,37.68,25.00,26.54,26.29,25.50
15:36:48,36.72,36.55,25.25,27.78,27.39,25.75
15:36:49,36.72,36.55,25.25,27.04,26.66,25.75
15:36:49,36.73,36.73,25.00,27.79,27.40,25.75
15:36:50,35.79,35.62,25.25,27.81,27.42,25.75
15:36:51,36.72,36.55,25.25,27.28,27.15,25.25
15:36:52,36.72,36.55,25.25,27.00,26.75,25.50
15:36:53,37.71,37.53,25.25,26.25,26.00,25.50
15:36:54,40.37,40.37,25.00,25.99,25.75,25.50
15:36:55,43.19,42.99,25.25,26.77,26.39,25.75
15:36:56,44.98,44.77,25.25,27.26,27.00,25.50
15:36:57,45.90,45.68,25.25,29.34,29.06,25.50
15:36:58,45.86,45.64,25.25,29.85,29.71,25.25
15:36:59,45.89,45.67,25.25,30.09,29.67,25.75
15:37:00,44.02,43.61,25.50,29.33,29.05,25.50
15:37:01,44.95,44.74,25.25,27.31,27.05,25.50
15:37:02,45.82,45.82,25.00,27.54,27.15,25.75
15:37:03,43.18,42.98,25.25,26.99,26.61,25.75
15:37:04,42.23,42.03,25.25,25.01,24.77,25.50
15:37:05,42.26,42.06,25.25,24.76,24.41,25.75
15:37:06,41.31,41.31,25.00,26.31,25.94,25.75
15:37:07,39.46,39.09,25.50,27.51,27.25,25.50
15:37:08,38.64,38.28,25.50,28.54,28.27,25.50
15:37:09,41.29,41.29,25.00,28.26,27.99,25.50
15:37:10,39.44,39.25,25.25,28.07,27.94,25.25
15:37:11,39.42,39.42,25.00,28.06,27.67,25.75
15:37:12,37.64,37.29,25.50,27.54,27.28,25.50
15:37:13,38.61,38.25,25.50,28.06,27.80,25.50
15:37:14,38.60,38.42,25.25,28.27,28.14,25.25
15:37:15,37.66,37.66,25.00,27.53,27.27,25.50
15:37:16,34.89,34.73,25.25,27.53,27.27,25.50
15:37:17,36.73,36.73,25.00,27.52,27.26,25.50
15:37:18,34.85,34.85,25.00,27.01,26.76,25.50
15:37:19,35.79,35.62,25.25,27.27,27.01,25.50
15:37:20,35.79,35.62,25.25,27.49,27.36,25.25
15:37:21,34.85,34.85,25.00,28.02,27.89,25.25
15:37:22,34.84,34.51,25.50,27.25,26.99,25.50
15:37:23,36.67,36.50,25.25,26.55,26.18,25.75
15:37:24,35.77,35.60,25.25,26.79,26.41,25.75
15:37:25,36.66,36.32,25.50,28.00,27.87,25.25
15:37:26,33.12,32.96,25.25,27.48,27.09,25.75
15:37:27,34.86,34.53,25.50,26.03,25.91,25.25
15:37:28,35.75,35.58,25.25,27.46,27.20,25.50
15:37:29,32.19,31.89,25.50,26.50,26.37,25.25
15:37:30,30.35,30.35,25.00,26.51,26.26,25.50
15:37:31,32.16,32.01,25.25,26.74,26.61,25.25
15:37:32,30.33,30.04,25.50,26.26,25.89,25.75
15:37:33,34.00,33.84,25.25,27.24,26.86,25.75
15:37:34,34.01,33.85,25.25,26.74,26.74,25.00
15:37:35,33.97,33.65,25.50,26.98,26.73,25.50
15:37:35,35.72,35.72,25.00,27.24,27.24,25.00
15:37:36,32.15,32.15,25.00,26.49,26.24,25.50
15:37:37,30.30,30.30,25.00,26.50,26.13,25.75
15:37:38,33.94,33.62,25.50,26.27,26.02,25.50
15:37:39,33.98,33.82,25.25,26.02,25.78,25.50
15:37:40,33.01,32.70,25.50,27.70,27.18,26.00
15:37:41,29.36,29.36,25.00,27.45,27.19,25.50
15:37:42,29.33,29.19,25.25,26.94,26.69,25.50
15:37:43,28.52,28.52,25.00,26.74,26.49,25.50
15:37:44,27.61,27.61,25.00,27.20,26.94,25.50
15:37:45,25.74,25.50,25.50,27.29,26.91,25.75
15:37:46,33.08,33.08,25.00,26.96,26.46,26.00
15:37:47,25.75,25.87,24.75,27.99,27.60,25.75
15:37:48,28.53,28.40,25.25,26.52,26.27,25.50
15:37:49,27.59,27.33,25.50,26.51,26.38,25.25
15:37:50,28.54,28.41,25.25,26.52,26.27,25.50
15:37:51,32.06,31.91,25.25,27.72,27.46,25.50
15:37:52,29.32,29.18,25.25,26.28,26.03,25.50
15:37:53,31.14,30.99,25.25,26.51,26.26,25.50
15:37:54,28.51,28.51,25.00,26.79,26.54,25.50
15:37:55,31.12,30.97,25.25,27.46,27.20,25.50
15:37:56,25.73,25.49,25.50,26.28,26.16,25.25
15:37:57,30.21,30.07,25.25,26.99,26.99,25.00
15:37:58,25.71,25.59,25.25,27.46,27.07,25.75
15:37:59,25.72,25.60,25.25,26.98,26.73,25.50
15:38:00,27.57,27.31,25.50,27.47,27.21,25.50
15:38:01,29.35,29.35,25.00,27.47,27.21,25.50
15:38:02,29.31,29.17,25.25,26.50,26.37,25.25
15:38:03,29.25,29.25,25.00,26.99,26.61,25.75
15:38:04,29.31,29.03,25.50,26.28,26.16,25.25
15:38:05,30.20,29.92,25.50,26.23,26.11,25.25
15:38:06,26.65,26.52,25.25,25.51,25.39,25.25
15:38:07,28.48,28.21,25.50,26.26,26.01,25.50
15:38:08,25.74,25.62,25.25,26.02,25.78,25.50
15:38:09,29.29,29.29,25.00,26.75,26.50,25.50
15:38:10,31.14,30.99,25.25,26.25,26.00,25.50
15:38:11,28.46,28.46,25.00,25.74,25.74,25.00
15:38:12,31.12,30.83,25.50,26.95,26.57,25.75
15:38:13,25.73,25.49,25.50,27.18,27.05,25.25
15:38:14,26.64,26.39,25.50,25.98,25.74,25.50
15:38:15,31.09,31.09,25.00,26.70,26.32,25.75
15:38:16,25.72,25.72,25.00,26.68,26.31,25.75
15:38:17,26.62,26.49,25.25,25.02,24.90,25.25
15:38:18,29.29,29.15,25.25,26.20,26.08,25.25
15:38:19,24.79,24.67,25.25,25.70,25.58,25.25
15:38:20,26.64,26.39,25.50,25.44,25.20,25.50
15:38:20,25.71,25.59,25.25,25.24,24.89,25.75
15:38:21,29.28,29.28,25.00,25.02,24.55,26.00
15:38:22,28.46,28.60,24.75,25.67,25.43,25.50
15:38:23,26.63,26.38,25.50,26.18,26.06,25.25
15:38:24,25.72,25.48,25.50,25.45,25.21,25.50
15:38:25,28.48,28.35,25.25,25.23,25.11,25.25
15:38:26,28.47,28.47,25.00,25.70,25.58,25.25
15:38:27,28.48,28.35,25.25,25.69,25.45,25.50
15:38:28,26.62,26.37,25.50,25.93,25.69,25.50
15:38:29,24.79,24.56,25.50,25.69,25.45,25.50
15:38:30,28.49,28.63,24.75,24.99,24.75,25.50
15:38:31,29.26,29.12,25.25,24.99,24.75,25.50
15:38:32,28.47,28.47,25.00,24.97,24.62,25.75
15:38:33,29.25,28.97,25.50,24.73,24.38,25.75
15:38:34,26.62,26.62,25.00,25.69,25.45,25.50
15:38:35,28.46,28.33,25.25,24.98,24.74,25.50
15:38:36,28.47,28.20,25.50,25.43,25.19,25.50
15:38:37,27.56,27.30,25.50,24.95,24.72,25.50
15:38:38,26.61,26.61,25.00,24.95,24.72,25.50
15:38:39,26.59,26.34,25.50,25.23,24.88,25.75
15:38:40,27.55,27.55,25.00,24.73,24.50,25.50
15:38:41,27.56,27.56,25.00,24.98,24.74,25.50
15:38:42,29.25,28.97,25.50,25.42,25.18,25.50
15:38:43,24.80,24.68,25.25,25.20,24.96,25.50
15:38:44,25.70,25.58,25.25,25.21,25.09,25.25
15:38:45,28.45,28.32,25.25,25.68,25.32,25.75
15:38:46,27.54,27.28,25.50,24.46,24.23,25.50
15:38:47,29.25,29.11,25.25,24.94,24.59,25.75
15:38:48,23.98,24.21,24.50,25.65,25.29,25.75
15:38:49,26.63,26.50,25.25,24.72,24.49,25.50
15:38:50,26.65,26.40,25.50,25.17,24.93,25.50
15:38:51,24.79,24.79,25.00,24.47,24.13,25.75
15:38:52,29.26,28.98,25.50,25.65,25.41,25.50
15:38:53,25.71,25.71,25.00,24.69,24.46,25.50
15:38:54,29.29,29.01,25.50,24.70,24.35,25.75
15:38:55,27.53,27.53,25.00,24.46,24.12,25.75
15:38:56,29.25,28.97,25.50,24.71,24.59,25.25
15:38:57,25.70,25.70,25.00,24.71,24.36,25.75
15:38:58,27.55,27.42,25.25,24.91,24.91,25.00
15:38:59,26.61,26.48,25.25,25.17,25.05,25.25
15:39:00,25.72,25.72,25.00,24.70,24.47,25.50
15:39:01,26.62,26.62,25.00,24.67,24.67,25.00
15:39:02,26.59,26.22,25.75,24.69,24.69,25.00
15:39:03,30.15,30.01,25.25,24.44,24.21,25.50
15:39:04,26.63,26.38,25.50,24.93,24.70,25.50
15:39:05,29.29,29.15,25.25,24.68,24.56,25.25
15:39:05,27.55,27.42,25.25,24.44,24.21,25.50
15:39:06,28.44,28.17,25.50,24.68,24.45,25.50
15:39:07,27.54,27.54,25.00,24.44,24.32,25.25
15:39:08,28.47,28.20,25.50,24.70,24.35,25.75
15:39:09,27.56,27.56,25.00,24.68,24.33,25.75
15:39:10,28.48,28.35,25.25,24.43,23.97,26.00
15:39:11,28.47,28.34,25.25,23.98,23.64,25.75
15:39:12,25.68,25.56,25.25,24.65,24.42,25.50
15:39:13,25.68,25.32,25.75,24.17,24.06,25.25
15:39:14,26.60,26.47,25.25,24.42,24.30,25.25
15:39:15,26.62,26.62,25.00,24.69,24.46,25.50
15:39:16,27.53,27.53,25.00,24.41,24.18,25.50
15:39:17,27.54,27.54,25.00,24.16,23.93,25.50
15:39:18,26.62,26.37,25.50,24.42,24.19,25.50
15:39:19,27.55,27.42,25.25,24.41,24.53,24.75
15:39:20,28.47,28.34,25.25,24.42,24.19,25.50
15:39:21,26.61,26.61,25.00,24.16,24.16,25.00
15:39:22,26.58,26.33,25.50,24.15,23.92,25.50
15:39:23,26.60,26.47,25.25,24.42,24.19,25.50
15:39:24,25.67,25.55,25.25,24.16,23.82,25.75
15:39:25,26.61,26.48,25.25,24.69,24.46,25.50
15:39:26,27.55,27.42,25.25,24.42,24.19,25.50
15:39:27,26.60,26.35,25.50,24.15,23.92,25.50
15:39:28,26.61,26.61,25.00,23.93,23.70,25.50
15:39:29,26.61,26.48,25.25,24.17,23.94,25.50
15:39:30,27.52,27.26,25.50,23.93,23.70,25.50
15:39:31,26.60,26.47,25.25,24.41,24.41,25.00
15:39:32,26.60,26.47,25.25,23.93,23.82,25.25
15:39:33,25.67,25.79,24.75,24.16,23.82,25.75
15:39:34,26.61,26.48,25.25,23.71,23.49,25.50
15:39:35,25.67,25.55,25.25,24.44,24.21,25.50
15:39:36,27.53,27.40,25.25,24.16,23.93,25.50
15:39:37,26.60,26.35,25.50,24.15,24.04,25.25
15:39:38,27.55,27.16,25.75,23.92,23.69,25.50
15:39:39,26.59,26.59,25.00,24.41,24.07,25.75
15:39:40,25.67,25.55,25.25,24.15,23.92,25.50
