Time,F_in,F_out
16:14:15,0.001154982,-0.000327869
16:14:16,0.000442804,0.00079918
16:14:17,0.000169742,-0.000266393
16:14:18,0.000129151,-0.000727459
16:14:19,0.000538745,-0.000594262
16:14:20,0.000782288,-0.000870902
16:14:21,-0.000250923,-6.14754E-05
16:14:22,0.001505535,-0.000870902
16:14:22,8.48708E-05,-0.00085041
16:14:23,9.22509E-05,0.000194672
16:14:24,-0.000250923,-0.000625
16:14:25,-0.000612546,-0.00039959
16:14:26,-0.000819188,-0.000491803
16:14:27,0.000202952,-0.000184426
16:14:28,-0.001184502,0.000584016
16:14:29,-0.000642066,-0.00039959
16:14:30,-0.002265683,-0.000256148
16:14:31,0.000726937,-0.000584016
16:14:32,-0.000915129,0.000122951
16:14:33,-0.001527675,0.000829918
16:14:34,-0.000557196,0.001547131
16:14:35,0.001154982,0.001290984
16:14:36,0.000442804,0.000952869
16:14:37,0.000169742,0.000758197
16:14:38,0.000129151,-0.000491803
16:14:39,0.000538745,0.000809426
16:14:40,0.000782288,0.000235656
16:14:41,-0.000250923,0.000102459
16:14:42,0.001505535,-3.07377E-05
16:14:43,8.48708E-05,-0.000133197
16:14:44,9.22509E-05,-0.000153689
16:14:45,-0.000250923,-0.000163934
16:14:46,-0.000612546,0.000327869
16:14:47,-0.000819188,0.000317623
16:14:48,0.000202952,-0.000379098
16:14:49,-0.001184502,0.000102459
16:14:50,-0.000642066,8.19672E-05
16:14:51,-0.002265683,-0.000163934
16:14:52,0.000726937,0.000215164
16:14:53,-0.000915129,0.000112705
16:14:54,-0.001527675,-4.09836E-05
16:14:55,-0.000557196,-0.000153689
16:14:56,0.001154982,-0.000163934
16:14:57,0.000442804,0.000204918
16:14:58,0.000169742,-0.00017418
16:14:59,0.000129151,-0.000276639
16:15:00,0.000538745,-0.000153689
16:15:01,0.000782288,-5.12295E-05
16:15:02,-0.000250923,0.000327869
16:15:03,0.001505535,-0.000911885
16:15:04,8.48708E-05,-0.000584016
16:15:05,9.22509E-05,0.000635246
16:15:06,-0.000250923,-0.001106557
16:15:07,-0.000612546,-0.000543033
16:15:08,-0.000819188,-0.000420082
16:15:08,0.000202952,-0.000717213
16:15:09,-0.001184502,0.000297131
16:15:10,-0.000642066,-8.19672E-05
16:15:11,-0.002265683,0.000327869
16:15:12,0.000726937,9.22131E-05
16:15:13,-0.000915129,-0.000307377
16:15:14,-0.001527675,-0.000502049
16:15:15,-0.000557196,-0.00085041
16:15:16,0.001154982,0.000553279
16:15:17,0.000442804,-0.000993852
16:15:18,0.000169742,0.00045082
16:15:19,0.000129151,-0.00085041
16:15:20,0.000538745,-0.001004098
16:15:21,0.000782288,-0.000860656
16:15:22,-0.000250923,-0.000747951
16:15:23,0.001505535,-0.001219262
16:15:24,8.48708E-05,-0.000286885
16:15:25,9.22509E-05,0.001147541
16:15:26,-0.000250923,-0.000625
16:15:27,-0.000612546,0.000584016
16:15:28,-0.000819188,0.000204918
16:15:29,0.000202952,0.000696721
16:15:30,-0.001184502,-0.000153689
16:15:31,-0.000642066,0.00045082
16:15:32,-0.002265683,0.000543033
16:15:33,0.000726937,-0.000706967
16:15:34,-0.000915129,-0.000973361
16:15:35,-0.001527675,0.000317623
16:15:36,-0.000557196,-0.001065574
16:15:37,0.001154982,-0.000973361
16:15:38,0.000442804,-0.000604508
16:15:39,0.000169742,-0.000512295
16:15:40,0.000129151,0.000215164
16:15:41,0.000538745,-0.000604508
16:15:42,0.000782288,0.001147541
16:15:43,-0.000250923,-0.000389344
16:15:44,0.001505535,-0.000245902
16:15:45,8.48708E-05,-0.000512295
16:15:46,9.22509E-05,-0.000256148
16:15:47,-0.000250923,-0.000696721
16:15:48,-0.000612546,1.02459E-05
16:15:49,-0.000819188,0.000717213
16:15:50,0.000202952,0.000368852
16:15:51,-0.001184502,0.000338115
16:15:52,-0.000642066,-3.07377E-05
16:15:53,-0.002265683,9.22131E-05
16:15:53,0.000726937,0.00079918
16:15:54,-0.000915129,0
16:15:55,-0.001527675,9.22131E-05
16:15:56,-0.000557196,0.000604508
16:15:57,0.000442804,0.000491803
16:15:58,0.000169742,0.00119877
16:15:59,0.000129151,0.000348361
16:16:00,0.000538745,0.000379098
16:16:01,0.000782288,0.000368852
16:16:02,-0.000250923,-2.04918E-05
16:16:03,0.001505535,-0.000235656
16:16:04,8.48708E-05,0.000604508
16:16:05,9.22509E-05,0.000368852
16:16:06,-0.000250923,0.000358607
16:16:07,-0.000612546,0.000358607
16:16:08,-0.000819188,0.000133197
16:16:09,0.000202952,0.000276639
16:16:10,-0.001184502,-0.000461066
16:16:11,-0.000642066,0.001219262
16:16:12,-0.002265683,0.000286885
16:16:13,0.000726937,0.000143443
16:16:14,-0.000915129,0.000163934
16:16:15,-0.001527675,0.000645492
16:16:16,-0.000557196,0.000245902
16:16:17,0.000428044,0.000860656
16:16:18,4.05904E-05,1.02459E-05
16:16:19,0.000376384,0.000502049
16:16:20,0.001435424,0.001219262
16:16:21,0.001472325,0.000266393
16:16:22,0.003084871,0.000758197
16:16:23,0.003121771,0.000963115
16:16:24,0.004771218,0.000379098
16:16:25,0.005856089,0.000727459
16:16:26,0.007154982,0.000614754
16:16:27,0.009273063,0.001536885
16:16:28,0.012594096,0.000635246
16:16:29,0.015608856,0.000860656
16:16:30,0.019542435,0.000963115
16:16:31,0.02501476,0.000379098
16:16:32,0.032210332,0.00022541
16:16:33,0.042531365,0.000584016
16:16:34,0.051841328,0.000819672
16:16:35,0.063431734,0.000891393
16:16:36,0.074188192,0.001065574
16:16:37,0.090605166,0.00142418
16:16:38,0.10500369,0.001352459
16:16:39,0.121365314,0.000491803
16:16:40,0.141435424,0.000389344
16:16:40,0.159833948,0.000235656
16:16:41,0.180439114,0.000379098
16:16:42,0.198638376,-1.02459E-05
16:16:43,0.219409594,0.000532787
16:16:44,0.238516605,0.00142418
16:16:45,0.258940959,0.000266393
16:16:46,0.283690037,0.000481557
16:16:47,0.303542435,0
16:16:48,0.322553506,1.02459E-05
16:16:49,0.346439114,0.000973361
16:16:50,0.366088561,1.02459E-05
16:16:51,0.384763838,-0.000348361
16:16:52,0.407221402,0.001209016
16:16:53,0.427051661,0.000143443
16:16:54,0.442926199,0.000594262
16:16:55,0.466715867,0.000614754
16:16:56,0.484346863,0.000635246
16:16:57,0.502339483,0.000379098
16:16:58,0.517819188,-0.000563525
16:16:59,0.53796679,-0.000102459
16:17:00,0.556826568,0.000655738
16:17:01,0.569549815,0.000604508
16:17:02,0.585343173,-0.00045082
16:17:03,0.600767528,0.000133197
16:17:04,0.616557196,-0.000471311
16:17:05,0.630147601,0.000758197
16:17:06,0.636841328,0.00057377
16:17:07,0.659527675,-0.000133197
16:17:08,0.677457565,-0.000256148
16:17:09,0.681940959,-0.000993852
16:17:10,0.694369004,-0.00022541
16:17:11,0.707273063,0.000348361
16:17:12,0.714332103,-0.000594262
16:17:13,0.730774908,-0.000584016
16:17:14,0.744649446,-3.07377E-05
16:17:15,0.743439114,-0.000696721
16:17:16,0.755446494,0.000809426
16:17:17,0.771173432,-0.000727459
16:17:18,0.778442804,-0.000614754
16:17:19,0.785387454,-0.000153689
16:17:20,0.790372694,-0.00119877
16:17:21,0.809594096,-0.000840164
16:17:22,0.81097417,-0.000993852
16:17:23,0.817918819,-0.000481557
16:17:24,0.823114391,-0.000604508
16:17:25,0.830346863,0.000102459
16:17:25,0.843158672,-0.000379098
16:17:26,0.846431734,-0.000963115
16:17:27,0.85601107,-0.00085041
16:17:28,0.856667897,-0.001444672
16:17:29,0.86397786,-0.000747951
16:17:30,0.87601476,-0.000840164
16:17:31,0.874210332,-0.000860656
16:17:32,0.879693727,-0.000594262
16:17:33,0.892619926,-0.00085041
16:17:34,0.8849631,-0.000614754
16:17:35,0.893217712,-0.000276639
16:17:36,0.902287823,-0.000635246
16:17:37,0.896243542,-0.000727459
16:17:38,0.901335793,-0.000153689
16:17:39,0.912202952,-0.00017418
16:17:40,0.908250923,-0.001209016
16:17:41,0.920280443,0.000563525
16:17:42,0.919173432,-0.00045082
16:17:43,0.922461255,-0.001106557
16:17:44,0.924287823,-0.001116803
16:17:45,0.922073801,0.000307377
16:17:46,0.934236162,-0.001137295
16:17:47,0.942066421,-0.001598361
16:17:48,0.934889299,-0.000522541
16:17:49,0.934442804,-5.12295E-05
16:17:50,0.944154982,-0.001465164
16:17:51,0.936261993,-0.000286885
16:17:52,0.942199262,-0.000993852
16:17:53,0.941719557,-0.000747951
16:17:54,0.946221402,-0.000409836
16:17:55,0.948778598,-0.001280738
16:17:56,0.957933579,-0.000655738
16:17:57,0.946815498,-0.000297131
16:17:58,0.955357934,-6.14754E-05
16:17:59,0.953896679,-0.00130123
16:18:00,0.961782288,-0.000204918
16:18:01,0.953,-0.000430328
16:18:02,0.960110701,-0.000758197
16:18:03,0.958284133,-0.001844262
16:18:04,0.962306273,-0.001639344
16:18:05,0.964498155,-0.001526639
16:18:06,0.961937269,-0.001270492
16:18:07,0.96100369,-0.001495902
16:18:08,0.960638376,-0.00045082
16:18:09,0.956453875,-0.001741803
16:18:10,0.969250923,-0.001034836
